,photo_url,link,name,central_distance,sustainability,rating,comfort_rating,review_count,room_description,room_specifics,price,original_price,neighborhood_city,start_date,end_date,map_lat,map_lng,name,description
86,https://cf.bstatic.com/xdata/images/hotel/square600/111688897.webp?k=e3b01f2e2b3ab6570bd90f810147887aced40ec2a95c7b8ab1ea95192b2d2054&o=,https://www.booking.com/hotel/us/larkspur-union-square.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=87&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248898&all_sr_blocks=5880717_106992651_2_0_0&highlighted_blocks=5880717_106992651_2_0_0&matching_block_id=5880717_106992651_2_0_0&sr_pri_blocks=5880717_106992651_2_0_0__88038&from=searchresults#hotelTmpl,"The Cartwright Hotel, Union Square BW Premier Collection",200 m from center,,7.7,,944 reviews,Double Room with One Double Bed - Non-Smoking,1 full bed,€ 808,,"Union Square, San Francisco",2024-04-14,2024-04-21,37.78925039,-122.40916237,"The Cartwright Hotel, Union Square BW Premier Collection","




Located just 3 minutes’ walk from San Francisco’s vibrant Union Square, the historic The Cartwright Hotel, Union Square BW Premier Collection features guest rooms with free WiFi.

Each guest room at this hotel is equipped with a flat-screen cable TV and a CD player. All rooms are warmly decorated with dark wood furniture and include a coffee machine with local organic coffee.

Guests of The Cartwright Hotel, Union Square BW Premier Collection have free access to the business center, which has 2 computers and a printer. The relaxing lobby features a fireplace and a flat-screen TV.

The hotel is within 5 minutes' walk of the 4th and Market Street Cable Car Stop and 1.9 mi from Fisherman’s Wharf. The Golden Gate Bridge is 4.3 mi away.

Renovation work is done from 12/01/2024 until 08/02/2024 from 9am to 5pm daily. The lobby and the facade of the building are under renovation.



Couples in particular like the location – they rated it 9.2 for a two-person trip.



Hotel chain/brand:
BW Premier Collection

Distance in property description is calculated using © OpenStreetMap

Show me more



"
87,https://cf.bstatic.com/xdata/images/hotel/square600/395027634.webp?k=06ce61c7709a6d27bec05fb19285125a08c5d16e4b439dc69a6445f52b35644f&o=,https://www.booking.com/hotel/us/1hotelsanfrancisco.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248898&all_sr_blocks=2774429_326832372_2_42_0&highlighted_blocks=2774429_326832372_2_42_0&matching_block_id=2774429_326832372_2_42_0&sr_pri_blocks=2774429_326832372_2_42_0__380538&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,1 Hotel San Francisco,1.4 km from center,Travel Sustainable Level 2,8.6,Comfort 9.5,159 reviews,Alcove King,1 king bed,"€ 3,491","€ 5,556","Downtown San Francisco, San Francisco",2024-04-14,2024-04-21,37.79359347,-122.39293233,1 Hotel San Francisco,"




Overlooking San Francisco’s Embarcadero waterfront, this hotel features an outdoor rooftop terrace. Free WiFi is provided in all guest rooms. Oracle Park is 1 mi away.

A flat-screen cable TV and an honor bar are featured in each spacious guest room at 1 Hotel San Francisco. Plush bathrobes, comfortable slippers and free boutique toiletries are provided in the private bathrooms. A spacious work desk and an ergonomic chair are also offered in each guest room.

A 24-hour business center and a 24-hour fitness center are available to guests.

San Francisco’s iconic Golden Gate Bridge is 5.6 mi away from this hotel. San Francisco International Airport is 30 minutes’ drive from 1 Hotel San Francisco. Chase Center is 2.1 mi away.



Couples in particular like the location – they rated it 9.6 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
88,https://cf.bstatic.com/xdata/images/hotel/square600/247548108.webp?k=449103e57bfbec611979487b23dca434effb939644c7764d431a0611f645d1cc&o=,https://www.booking.com/hotel/us/holiday-inn-express-san-francisco.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=89&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248898&all_sr_blocks=18193803_100751227_2_1_0&highlighted_blocks=18193803_100751227_2_1_0&matching_block_id=18193803_100751227_2_1_0&sr_pri_blocks=18193803_100751227_2_1_0__176899&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Holiday Inn Express Hotel & Suites Fisherman's Wharf, an IHG Hotel",2.2 km from center,Travel Sustainable Level 2,8.4,Comfort 9.0,"1,198 reviews",King Room - Non-Smoking,1 king bed,"€ 1,623",,"Fisherman's Wharf, San Francisco",2024-04-14,2024-04-21,37.80635626,-122.41626218,"Holiday Inn Express Hotel & Suites Fisherman's Wharf, an IHG Hotel","




This downtown San Francisco hotel is a 4-minute walk from Fisherman’s Wharf. A modern gym and spacious rooms with cable TV are offered.

These classic Holiday Inn Express Fisherman's Wharf rooms provide coffee facilities.

Free WiFi is offered in the public areas of the hotel. Two computers with fax and photocopying services can be found in the lobby.

Buses and cable cars stop 1 block from the Fisherman’s Wharf Holiday Inn Express. Pier 39 is a 10-minute walk away.



Couples in particular like the location – they rated it 9.3 for a two-person trip.



Hotel chain/brand:
Holiday Inn Express

Distance in property description is calculated using © OpenStreetMap

Show me more



"
89,https://cf.bstatic.com/xdata/images/hotel/square600/506676218.webp?k=693c90c01dfdb407686f8fd5f8fe4dc716e854b3fa38c5f508e91493eb99a39c&o=,https://www.booking.com/hotel/us/le-meridian-san-francisco.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=90&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248898&all_sr_blocks=5644234_91822624_0_42_0&highlighted_blocks=5644234_91822624_0_42_0&matching_block_id=5644234_91822624_0_42_0&sr_pri_blocks=5644234_91822624_0_42_0__399368&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"The Jay, Autograph Collection",1 km from center,Travel Sustainable Level 2,8.3,Comfort 8.7,105 reviews,Queen Room with Two Queen Beds and City View,2 queen beds,"€ 3,663",,"Financial District, San Francisco",2024-04-14,2024-04-21,37.79487154,-122.40080796,"The Jay, Autograph Collection","




Centrally located in San Francisco's Financial District and steps away from Chinatown and the Ferry Building, this luxurious hotel offers unrivaled accommodations and state-of-the-art amenities, including a state-of-the-art fitness center.

This completely nonsmoking hotel offers spacious guest rooms furnished with 65-inch flat-screen TVs, goose-down duvets and wireless internet access.

In addition to stunning views of the city's skyline, The Jay, Autograph Collection offers easy access to some of the area's most popular attractions. The legendary cable car lines are also easily accessible and provide access to many areas of the city.

Fisherman's Wharf is 13 minutes' drive away from Le Meridien, while Chinatown and Union Square are less than 15 minutes' walk away. A number of major corporate offices, including Merrill Lynch, JPMorgan and Wells Fargo can also be found nearby.



Couples in particular like the location – they rated it 9.2 for a two-person trip.



Hotel chain/brand:
Autograph Collection

Distance in property description is calculated using © OpenStreetMap

Show me more



"
90,https://cf.bstatic.com/xdata/images/hotel/square600/73608967.webp?k=9ef0321a61a92e55fd6a261a4c3acff1e0650cd5302e1f3f893c9644211352d5&o=,https://www.booking.com/hotel/us/abri.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=91&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248898&all_sr_blocks=7877401_88754491_2_0_0&highlighted_blocks=7877401_88754491_2_0_0&matching_block_id=7877401_88754491_2_0_0&sr_pri_blocks=7877401_88754491_2_0_0__132192&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Hotel Abri Union Square,300 m from center,Travel Sustainable Level 2,7.7,Comfort 8.0,537 reviews,Deluxe Queen Room,1 queen bed,"€ 1,213","€ 1,307","Union Square, San Francisco",2024-04-14,2024-04-21,37.78536388,-122.40836911,Hotel Abri Union Square,"




You're eligible for a Genius discount at Hotel Abri Union Square! To save at this property, all you have to do is sign in.
Attractively set in the center of San Francisco, Hotel Abri Union Square has air-conditioned rooms with free WiFi and private parking. This 3-star hotel offers luggage storage space. The property is non-smoking throughout and is located a 4-minute walk from Union Square.

At the hotel, rooms have a desk, a flat-screen TV, a private bathroom, bed linen and towels. The rooms will provide guests with a closet and a coffee machine.

Round-the-clock advice is available at the reception, where staff speak English, Spanish, Indonesian and Filipino.

Moscone Center is a 11-minute walk from Hotel Abri Union Square, while San Francisco City Hall is 0.8 miles from the property. The nearest airport is San Francisco International Airport, 12 miles from the accommodation.



Couples in particular like the location – they rated it 9.0 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
91,https://cf.bstatic.com/xdata/images/hotel/square600/209751438.webp?k=3d35aca3cea7b1b1274a34b79b4cfd428fedf1c8092a869d9a168df6cbedcdec&o=,https://www.booking.com/hotel/us/marker-hotel-union-square.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=92&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248898&all_sr_blocks=4834023_91457739_2_42_0&highlighted_blocks=4834023_91457739_2_42_0&matching_block_id=4834023_91457739_2_42_0&sr_pri_blocks=4834023_91457739_2_42_0__132526&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,The Marker San Francisco,400 m from center,Travel Sustainable Level 2,7.9,Comfort 8.4,409 reviews,Double Room,1 queen bed,"€ 1,216","€ 1,667","Union Square, San Francisco",2024-04-14,2024-04-21,37.78679577,-122.41181374,The Marker San Francisco,"




Offering French-inspired architecture, The Marker San Francisco, provides guests with an ideal city center location just 7 minutes' walk to Union Square and is eco-friendly.

The guest rooms and suites at this upscale hotel boast amenities such as an LCD flat-screen TV with on-demand movies and an iHome alarm clock radio. All guest rooms feature ironing facilities, a hairdryer, a make-up mirror and boutique bath products.

Guests can dine in the hotel's restaurant, Tratto, a modern Italian trattoria with a rustic soul featuring shareable dishes and hand-crafted cocktails. Tratto is open daily for breakfast, happy hour and dinner.

The Marker San Francisco, features a beautiful lobby with a large fireplace and grand staircase. Guests can relax in the inviting Living Room, where coffee is served in the morning. A state-of-the-art fitness center and a 24-hour business center are also provided for guest use.

San Francisco International Airport is 27 minutes’ drive away from The Marker San Francisco. San Francisco’s North Beach neighborhood is 1.9 mi away.



Couples in particular like the location – they rated it 8.1 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
92,https://cf.bstatic.com/xdata/images/hotel/square600/518720336.webp?k=8f12d835df4d1c46ed56d182bca1ab08e9aadb0a6d6f75b44e1da9d43fef70a9&o=,https://www.booking.com/hotel/us/mithila.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=93&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248898&all_sr_blocks=5599010_88754409_2_0_0&highlighted_blocks=5599010_88754409_2_0_0&matching_block_id=5599010_88754409_2_0_0&sr_pri_blocks=5599010_88754409_2_0_0__78534&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Mithila San Francisco - SureStay Collection by Best Western,0.8 km from center,Travel Sustainable Level 2,7.0,,319 reviews,Double Room - Non-Smoking,1 full bed,€ 720,,"Downtown San Francisco, San Francisco",2024-04-14,2024-04-21,37.78838556,-122.41632253,Mithila San Francisco - SureStay Collection by Best Western,"




You're eligible for a Genius discount at Mithila San Francisco - SureStay Collection by Best Western! To save at this property, all you have to do is sign in.
This European-style hotel is located in central San Francisco’s Nob Hill. Mithila San Francisco - SureStay Collection by Best Western offers an activity desk.

Mithila San Francisco, established in 1920, is complete with restored original ceiling moldings and marble flooring. Old-world decor combined with contemporary amenities makes it ideal for both business and leisure.

Guests can take advantage of the local fitness center that offers special discount rates for Hotel Mithila guests. Then relax as the hotel’s activity desk helps to arrange your day’s activities.




Hotel chain/brand:
SureStay Collection by Best Western

Distance in property description is calculated using © OpenStreetMap

Show me more



"
93,https://cf.bstatic.com/xdata/images/hotel/square600/493746154.webp?k=d069d83d55d696fd271eaf9d0c759e74b1a9c01a80427a88e0facff7af4460bb&o=,https://www.booking.com/hotel/us/inter-continental.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=94&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248898&all_sr_blocks=18193224_95183685_2_0_0&highlighted_blocks=18193224_95183685_2_0_0&matching_block_id=18193224_95183685_2_0_0&sr_pri_blocks=18193224_95183685_2_0_0__203961&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"InterContinental Mark Hopkins San Francisco, an IHG Hotel",0.5 km from center,Travel Sustainable Level 2,8.1,Comfort 8.7,"1,005 reviews",Cozy Queen Room,1 queen bed,"€ 1,871",,"Nob Hill, San Francisco",2024-04-14,2024-04-21,37.79169751,-122.41058394,"InterContinental Mark Hopkins San Francisco, an IHG Hotel","




This towering historic landmark on Nob Hill features a top-floor restaurant with beautiful views of San Francisco and the Golden Gate Bridge. Cable car stops are just outside the hotel.

The InterContinental Mark Hopkins San Francisco provides modern, elegant rooms with a mini-bar, cable TV and a coffee maker. Bathrobes, a work desk and ironing facilities are included.

The Top of the Mark sky lounge serves gourmet creations from the top of the Mark Hopkins. Guests can try one of 100 different martinis on the menu.

A 24-hour fitness center is open to all guests at the the InterContinental Mark Hopkins San Francisco. A business center, valet parking and babysitting services are also available.

The Intercontinental is a 5-minute walk from Union Square and 1.5 miles from Fisherman’s Wharf.



Couples in particular like the location – they rated it 9.0 for a two-person trip.



Hotel chain/brand:
InterContinental Hotels & Resorts

Distance in property description is calculated using © OpenStreetMap

Show me more



"
94,https://cf.bstatic.com/xdata/images/hotel/square600/456098770.webp?k=8d8b6117feb037eede7464c339192b723e81c53431d08ee17a3d89d0ae1dc633&o=,https://www.booking.com/hotel/us/courtyard-fishermans-wharf.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=95&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248898&all_sr_blocks=26369803_91828365_0_2_0&highlighted_blocks=26369803_91828365_0_2_0&matching_block_id=26369803_91828365_0_2_0&sr_pri_blocks=26369803_91828365_0_2_0__176084&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Courtyard by Marriott Fishermans Wharf,2.3 km from center,Travel Sustainable Level 1,8.5,Comfort 8.9,449 reviews,Queen Room - Accessable,"2 beds (1 king, 1 sofa bed)","€ 1,615",,"Fisherman's Wharf, San Francisco",2024-04-14,2024-04-21,37.80705241,-122.41850115,Courtyard by Marriott Fishermans Wharf,"




This San Francisco hotel is 4 miles from the Golden Gate Bridge and within a 5-minute walk of Fisherman’s Wharf. The hotel offers concierge service and rooms with refrigerators.

Courtyard Fisherman’s Wharf rooms include a coffee maker and seating area. The rooms are equipped with wired internet access and pay-per-view movies.

Guests at the Courtyard can dine at the Bistro for breakfast or grab a snack from the 24-hour snack shop.

The Fisherman’s Wharf Courtyard guests can work out in the gym or work in the business center, which features boarding pass printing.

The Courtyard is within a 5 minute walk of the Hyde Street Cable Car. The hotel is within a 10-minute walk of Pier 39, which offers shopping and dining.



Couples in particular like the location – they rated it 9.5 for a two-person trip.



Hotel chain/brand:
Courtyard by Marriott

Distance in property description is calculated using © OpenStreetMap

Show me more



"
95,https://cf.bstatic.com/xdata/images/hotel/square600/249424738.webp?k=15db694379a11588382978af82de04fc882ccc614272ac6415f95aef6fac00ac&o=,https://www.booking.com/hotel/us/baldwinhotelsf.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=96&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248898&all_sr_blocks=5886601_106513313_0_0_0&highlighted_blocks=5886601_106513313_0_0_0&matching_block_id=5886601_106513313_0_0_0&sr_pri_blocks=5886601_106513313_0_0_0__116716&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Hotel 32One,300 m from center,Travel Sustainable Level 2,8.1,Comfort 8.6,"2,165 reviews",Standard Room,1 full bed,"€ 1,071","€ 1,177","Union Square, San Francisco",2024-04-14,2024-04-21,37.78998273,-122.40561850,Hotel 32One,"




You're eligible for a Genius discount at Hotel 32One! To save at this property, all you have to do is sign in.
Adjacent to the landmark Dragon Gate in San Francisco's historic Chinatown, this hotel offers guest rooms with free WiFi and a 24-hour reception. Shopping and dining opportunities in Union Square are just 4 minutes’ walk away.

The charming guest rooms at Hotel32One include a flat-screen cable satellite TV and a private bathroom with free toiletries and a hairdryer.

The hotel provides free coffee and tea in the lobby area as well.

San Francisco International Airport is 40 minutes’ drive away from Hotel 32One. Grace Cathedral is 12 minutes’ walk away. The city's famous cable car system is also within walking distance and provides instant access to many popular areas.



Couples in particular like the location – they rated it 9.4 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
96,https://cf.bstatic.com/xdata/images/hotel/square600/134500834.webp?k=bd9ce589a1ff07113a1f12923b3a347f0469722cad3046d4e73970837dcc092f&o=,https://www.booking.com/hotel/us/page-san-francisco.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=97&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248898&all_sr_blocks=323794801_173002264_0_0_0&highlighted_blocks=323794801_173002264_0_0_0&matching_block_id=323794801_173002264_0_0_0&sr_pri_blocks=323794801_173002264_0_0_0__35134&from=searchresults#hotelTmpl,Page Hotel,0.8 km from center,,4.9,,51 reviews,Standard Single Room with Shared Bathroom,1 full bed,€ 322,,"Tenderloin, San Francisco",2024-04-14,2024-04-21,37.78256700,-122.41416900,Page Hotel,"




Well set in the Tenderloin district of San Francisco, Page Hotel is located a 14-minute walk from Union Square, one mile from Moscone Center and 1.9 miles from Oracle Park. This 2-star hotel offers a 24-hour front desk, luggage storage space and free WiFi. The property is 0.4 miles from the city center and a 8-minute walk from San Francisco City Hall.

At the hotel, rooms are equipped with a desk and a flat-screen TV. At Page Hotel every room has bed linen and towels.

Ghirardelli Square is 2.1 miles from the accommodation, while University of San Francisco is 2.3 miles away. The nearest airport is San Francisco International Airport, 12 miles from Page Hotel.




Distance in property description is calculated using © OpenStreetMap

Show me more



"
97,https://cf.bstatic.com/xdata/images/hotel/square600/292232989.webp?k=f70020b38809b2b3269cae870e0cb9c4511d6014ca90a0edd99ec1fc00f8fa38&o=,https://www.booking.com/hotel/us/inn-at-the-opera.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=98&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248898&all_sr_blocks=2467302_106266983_0_0_0&highlighted_blocks=2467302_106266983_0_0_0&matching_block_id=2467302_106266983_0_0_0&sr_pri_blocks=2467302_106266983_0_0_0__105077&from=searchresults#hotelTmpl,Inn at the Opera,1.6 km from center,,8.7,Comfort 9.1,175 reviews,Queen Studio,1 queen bed,€ 964,"€ 1,134","Western Addition, San Francisco",2024-04-14,2024-04-21,37.77892190,-122.42233860,Inn at the Opera,"




Ideally located in the heart of San Francisco's Performing Arts District, near vibrant Hayes Valley neighborhood.
This contemporary hotel offers luxurious accommodations just 4 minutes' walk from the San Francisco War Memorial Opera House and Civic Center.  Civic Center BART Station is 10 minutes' walk away.

The Inn features European inspired accommodations with classic furnishings and elegant decor.

Downtown San Francisco and Union Square are just 1.9 mi away from Inn at the Opera.  AT&T Park, home of the San Francisco Giants professional baseball team, is 2.8 mi away.



Couples in particular like the location – they rated it 9.6 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
98,https://cf.bstatic.com/xdata/images/hotel/square600/374716814.webp?k=7804e5978d864344c49534db2b8fd61d37565d29f30218948acfed8b3d5d942a&o=,https://www.booking.com/hotel/us/omni-san-francisco.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AueUza0GwAIB0gIkZTg1N2U1NTQtNzUwMi00MzIyLWIzZDktMWJiOWU0MmZhNjM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=99&sr_order=popularity&nflt=ht_id%3D204&srpvid=d6092a4c1e5b00a2&srepoch=1706248898&all_sr_blocks=18072101_91465459_2_34_0&highlighted_blocks=18072101_91465459_2_34_0&matching_block_id=18072101_91465459_2_34_0&sr_pri_blocks=18072101_91465459_2_34_0__228021&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Omni San Francisco,0.7 km from center,Travel Sustainable Level 1,8.9,Comfort 9.4,533 reviews,Deluxe Room - 1 King Bed,1 king bed,"€ 2,092",,"Financial District, San Francisco",2024-04-14,2024-04-21,37.79307009,-122.40302380,Omni San Francisco,"




Centrally located at the intersection of California Street and Montgomery Street, Omni San Francisco features a restaurant and elegant rooms. Offering service to San Francisco International Airport, Montgomery Street BART Station is 6 minutes’ walk from the hotel.

Blending luxurious 1920s décor with state-of-the-art amenities, each room at Omni San Francisco is equipped with a flat-screen cable TV. Plush bathrobes and free spa toiletries are offered in the private bathrooms.

Located on the historic California cable car line, a short walk to Union Square, the Embarcadero, Chinatown, the Ferry Building, and Fisherman’s Wharf, the Omni San Francisco is at the center of the city and provides a true respite for travelers with luxury accommodations and modern comforts.

Located in the heart of downtown, Omni San Francisco Hotel is near world-class shopping, restaurants, arts districts and the cable car lines that make the city famous. Whether you are visiting for family fun, a staycation, business or romance, make your trip extra special with one of our packages.


At Omni San Francisco you will find a fitness center. Other facilities offered include meeting facilities, a tour desk and luggage storage.


Chinatown is 5 minutes’ walk from the hotel. Shops and attractions in Union Square are 10 minutes’ walk from the property. The Ferry Building and the Embarcadero are just 1 mi away.



Couples in particular like the location – they rated it 9.5 for a two-person trip.



Hotel chain/brand:
Omni Hotels

Distance in property description is calculated using © OpenStreetMap

Show me more



"
